"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "2", "SYSTEM", "Thread Start", "main (1)"
"main", "3", "SYSTEM", "Type Load", "class=java.lang.Object"
"main", "4", "SYSTEM", "Type Load", "class=ReadersWriters"
"main", "5", "ReadersWriters.java:8", "Method Call", "caller=SYSTEM, target=ReadersWriters#main:1"
"main", "6", "ReadersWriters.java:6", "Method Entered", ""
"main", "7", "ReadersWriters.java:6", "Variable Write", "context=ReadersWriters#main:1, args=java.lang.String[0] (id=20)"
"main", "8", "ReadersWriters.java:8", "Line Step", "file=ReadersWriters.java, line=8"
"main", "9", "SYSTEM", "Type Load", "class=Database"
"main", "10", "ReadersWriters.java:8", "New Object", "object=Database:1"
"main", "11", "ReadersWriters.java:8", "Method Call", "caller=ReadersWriters#main:1, target=Database:1#Database:1"
"main", "12", "ReadersWriters.java:37", "Method Entered", ""
"main", "13", "ReadersWriters.java:36", "Line Step", "file=ReadersWriters.java, line=36"
"main", "14", "ReadersWriters.java:37", "Line Step", "file=ReadersWriters.java, line=37"
"main", "15", "ReadersWriters.java:37", "Field Write", "context=Database:1, data=0"
"main", "16", "ReadersWriters.java:38", "Line Step", "file=ReadersWriters.java, line=38"
"main", "17", "ReadersWriters.java:38", "Field Write", "context=Database:1, r=0"
"main", "18", "ReadersWriters.java:39", "Line Step", "file=ReadersWriters.java, line=39"
"main", "19", "ReadersWriters.java:39", "Field Write", "context=Database:1, w=0"
"main", "20", "ReadersWriters.java:40", "Line Step", "file=ReadersWriters.java, line=40"
"main", "21", "ReadersWriters.java:40", "Field Write", "context=Database:1, ww=0"
"main", "22", "ReadersWriters.java:41", "Line Step", "file=ReadersWriters.java, line=41"
"main", "23", "ReadersWriters.java:41", "Field Write", "context=Database:1, wr=0"
"main", "24", "ReadersWriters.java:43", "Line Step", "file=ReadersWriters.java, line=43"
"main", "25", "ReadersWriters.java:43", "Field Write", "context=Database:1, s1=java.util.concurrent.Semaphore (id=25)"
"main", "26", "ReadersWriters.java:44", "Line Step", "file=ReadersWriters.java, line=44"
"main", "27", "ReadersWriters.java:44", "Field Write", "context=Database:1, s2_r=java.util.concurrent.Semaphore (id=27)"
"main", "28", "ReadersWriters.java:45", "Line Step", "file=ReadersWriters.java, line=45"
"main", "29", "ReadersWriters.java:45", "Field Write", "context=Database:1, s2_w=java.util.concurrent.Semaphore (id=28)"
"main", "30", "ReadersWriters.java:36", "Line Step", "file=ReadersWriters.java, line=36"
"main", "31", "ReadersWriters.java:36", "Method Exit", "returner=Database:1#Database:1, value=<void>"
"main", "32", "ReadersWriters.java:8", "Method Returned", ""
"main", "33", "ReadersWriters.java:8", "Line Step", "file=ReadersWriters.java, line=8"
"main", "34", "ReadersWriters.java:8", "Variable Write", "context=ReadersWriters#main:1, d=Database:1"
"main", "35", "ReadersWriters.java:10", "Line Step", "file=ReadersWriters.java, line=10"
"main", "36", "SYSTEM", "Type Load", "class=java.lang.Thread"
"main", "37", "SYSTEM", "Type Load", "class=Reader"
"main", "38", "ReadersWriters.java:10", "New Object", "object=Reader:1"
"main", "39", "ReadersWriters.java:10", "Method Call", "caller=ReadersWriters#main:1, target=Reader:1#Reader:1"
"main", "40", "ReadersWriters.java:132", "Method Entered", ""
"main", "41", "ReadersWriters.java:132", "Variable Write", "context=Reader:1#Reader:1, d=Database:1"
"main", "42", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"main", "43", "ReadersWriters.java:133", "Line Step", "file=ReadersWriters.java, line=133"
"main", "44", "ReadersWriters.java:133", "Field Write", "context=Reader:1, d=Database:1"
"main", "45", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"main", "46", "ReadersWriters.java:134", "Method Exit", "returner=Reader:1#Reader:1, value=<void>"
"main", "47", "ReadersWriters.java:10", "Method Returned", ""
"main", "48", "ReadersWriters.java:10", "Line Step", "file=ReadersWriters.java, line=10"
"main", "49", "ReadersWriters.java:10", "Variable Write", "context=ReadersWriters#main:1, r1=Reader:1"
"main", "50", "ReadersWriters.java:11", "Line Step", "file=ReadersWriters.java, line=11"
"main", "51", "ReadersWriters.java:11", "New Object", "object=Reader:2"
"main", "52", "ReadersWriters.java:11", "Method Call", "caller=ReadersWriters#main:1, target=Reader:2#Reader:2"
"main", "53", "ReadersWriters.java:132", "Method Entered", ""
"main", "54", "ReadersWriters.java:132", "Variable Write", "context=Reader:2#Reader:2, d=Database:1"
"main", "55", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"main", "56", "ReadersWriters.java:133", "Line Step", "file=ReadersWriters.java, line=133"
"main", "57", "ReadersWriters.java:133", "Field Write", "context=Reader:2, d=Database:1"
"main", "58", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"main", "59", "ReadersWriters.java:134", "Method Exit", "returner=Reader:2#Reader:2, value=<void>"
"main", "60", "ReadersWriters.java:11", "Method Returned", ""
"main", "61", "ReadersWriters.java:11", "Line Step", "file=ReadersWriters.java, line=11"
"main", "62", "ReadersWriters.java:11", "Variable Write", "context=ReadersWriters#main:1, r2=Reader:2"
"main", "63", "ReadersWriters.java:12", "Line Step", "file=ReadersWriters.java, line=12"
"main", "64", "ReadersWriters.java:12", "New Object", "object=Reader:3"
"main", "65", "ReadersWriters.java:12", "Method Call", "caller=ReadersWriters#main:1, target=Reader:3#Reader:3"
"main", "66", "ReadersWriters.java:132", "Method Entered", ""
"main", "67", "ReadersWriters.java:132", "Variable Write", "context=Reader:3#Reader:3, d=Database:1"
"main", "68", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"main", "69", "ReadersWriters.java:133", "Line Step", "file=ReadersWriters.java, line=133"
"main", "70", "ReadersWriters.java:133", "Field Write", "context=Reader:3, d=Database:1"
"main", "71", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"main", "72", "ReadersWriters.java:134", "Method Exit", "returner=Reader:3#Reader:3, value=<void>"
"main", "73", "ReadersWriters.java:12", "Method Returned", ""
"main", "74", "ReadersWriters.java:12", "Line Step", "file=ReadersWriters.java, line=12"
"main", "75", "ReadersWriters.java:12", "Variable Write", "context=ReadersWriters#main:1, r3=Reader:3"
"main", "76", "ReadersWriters.java:13", "Line Step", "file=ReadersWriters.java, line=13"
"main", "77", "ReadersWriters.java:13", "New Object", "object=Reader:4"
"main", "78", "ReadersWriters.java:13", "Method Call", "caller=ReadersWriters#main:1, target=Reader:4#Reader:4"
"main", "79", "ReadersWriters.java:132", "Method Entered", ""
"main", "80", "ReadersWriters.java:132", "Variable Write", "context=Reader:4#Reader:4, d=Database:1"
"main", "81", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"main", "82", "ReadersWriters.java:133", "Line Step", "file=ReadersWriters.java, line=133"
"main", "83", "ReadersWriters.java:133", "Field Write", "context=Reader:4, d=Database:1"
"main", "84", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"main", "85", "ReadersWriters.java:134", "Method Exit", "returner=Reader:4#Reader:4, value=<void>"
"main", "86", "ReadersWriters.java:13", "Method Returned", ""
"main", "87", "ReadersWriters.java:13", "Line Step", "file=ReadersWriters.java, line=13"
"main", "88", "ReadersWriters.java:13", "Variable Write", "context=ReadersWriters#main:1, r4=Reader:4"
"main", "89", "ReadersWriters.java:14", "Line Step", "file=ReadersWriters.java, line=14"
"main", "90", "ReadersWriters.java:14", "New Object", "object=Reader:5"
"main", "91", "ReadersWriters.java:14", "Method Call", "caller=ReadersWriters#main:1, target=Reader:5#Reader:5"
"main", "92", "ReadersWriters.java:132", "Method Entered", ""
"main", "93", "ReadersWriters.java:132", "Variable Write", "context=Reader:5#Reader:5, d=Database:1"
"main", "94", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"main", "95", "ReadersWriters.java:133", "Line Step", "file=ReadersWriters.java, line=133"
"main", "96", "ReadersWriters.java:133", "Field Write", "context=Reader:5, d=Database:1"
"main", "97", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"main", "98", "ReadersWriters.java:134", "Method Exit", "returner=Reader:5#Reader:5, value=<void>"
"main", "99", "ReadersWriters.java:14", "Method Returned", ""
"main", "100", "ReadersWriters.java:14", "Line Step", "file=ReadersWriters.java, line=14"
"main", "101", "ReadersWriters.java:14", "Variable Write", "context=ReadersWriters#main:1, r5=Reader:5"
"main", "102", "ReadersWriters.java:16", "Line Step", "file=ReadersWriters.java, line=16"
"main", "103", "SYSTEM", "Type Load", "class=Writer"
"main", "104", "ReadersWriters.java:16", "New Object", "object=Writer:1"
"main", "105", "ReadersWriters.java:16", "Method Call", "caller=ReadersWriters#main:1, target=Writer:1#Writer:1"
"main", "106", "ReadersWriters.java:151", "Method Entered", ""
"main", "107", "ReadersWriters.java:151", "Variable Write", "context=Writer:1#Writer:1, d=Database:1"
"main", "108", "ReadersWriters.java:151", "Variable Write", "context=Writer:1#Writer:1, x=1"
"main", "109", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
